"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE31440501990002345678";"01.02.2025";"01.02.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-59,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.02.2025";"01.02.2025";"DAUERAUFTRAG";"MIETE 02/2025";"";"";"";"";"";"";"Wohnungsgenossenschaft Dortmund-Sued";"";"";"-1.450,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.02.2025";"02.02.2025";"KARTENZAHLUNG";"AMZN Mktp DE 118902";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-47,60";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.02.2025";"02.02.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-73,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.02.2025";"02.02.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-82,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.02.2025";"02.02.2025";"KARTENZAHLUNG";"ROSSMANN FIL 1104";"";"";"";"";"";"";"Rossmann Drogeriemarkt";"";"";"-39,80";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.02.2025";"02.02.2025";"FOLGELASTSCHRIFT";"KITA BEITRAG 02/2025";"";"";"";"";"";"";"Stadt Dortmund Elternbeitrag";"";"";"-250,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"03.02.2025";"03.02.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 02/2025";"";"";"";"";"";"";"Stadtwerke Dortmund AG";"";"";"-89,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"04.02.2025";"04.02.2025";"KARTENZAHLUNG";"ARAL STATION 4471";"";"";"";"";"";"";"ARAL Tankstelle";"";"";"-73,10";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"04.02.2025";"04.02.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE XL";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-49,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"05.02.2025";"05.02.2025";"KARTENZAHLUNG";"ARAL STATION 4471";"";"";"";"";"";"";"ARAL Tankstelle";"";"";"-79,80";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"06.02.2025";"06.02.2025";"FOLGELASTSCHRIFT";"MOBILFUNK FAMILIE 02/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-17,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"07.02.2025";"07.02.2025";"KARTENZAHLUNG";"DISNEY PLUS STANDARD";"";"";"";"";"";"";"DISNEY PLUS";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"07.02.2025";"07.02.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-94,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"08.02.2025";"08.02.2025";"FOLGELASTSCHRIFT";"SPOTIFY FAMILY";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-17,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"09.02.2025";"09.02.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-69,60";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"09.02.2025";"09.02.2025";"KARTENZAHLUNG";"AMZN Mktp DE 118902";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-35,90";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"09.02.2025";"09.02.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"11.02.2025";"11.02.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-31,80";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"12.02.2025";"12.02.2025";"FOLGELASTSCHRIFT";"HAUSRAT HAFTPFLICHT UNFALL";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-68,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"12.02.2025";"12.02.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-47,20";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"13.02.2025";"13.02.2025";"KARTENZAHLUNG";"BURGER KING 2201";"";"";"";"";"";"";"BURGER KING";"";"";"-31,90";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"14.02.2025";"14.02.2025";"FOLGELASTSCHRIFT";"ZUSATZBEITRAG 02/2025";"";"";"";"";"";"";"Techniker Krankenkasse";"";"";"-220,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"15.02.2025";"15.02.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-33,10";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"15.02.2025";"15.02.2025";"GUTSCHRIFT";"KINDERGELD 02/2025";"";"";"";"";"";"";"Familienkasse Nordrhein-Westfalen";"";"";"500,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"16.02.2025";"16.02.2025";"LOHN  GEHALT";"GEHALT 02/2025 PERS.NR 8812";"";"";"";"";"";"";"Hoesch Werkstoffe Personal";"";"";"2.320,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"16.02.2025";"16.02.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-42,90";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"20.02.2025";"20.02.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-88,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"20.02.2025";"20.02.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-34,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"22.02.2025";"22.02.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-37,50";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"23.02.2025";"23.02.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-72,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"23.02.2025";"23.02.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-106,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"24.02.2025";"24.02.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-53,70";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"25.02.2025";"25.02.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 2 PERSONEN 02/2025";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-98,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"27.02.2025";"27.02.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-185,90";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"28.02.2025";"28.02.2025";"LOHN  GEHALT";"GEHALT 02/2025 PERS.NR 3390";"";"";"";"";"";"";"Klinikum Dortmund gGmbH";"";"";"2.680,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.03.2025";"01.03.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-59,80";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.03.2025";"01.03.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-110,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.03.2025";"01.03.2025";"DAUERAUFTRAG";"MIETE 03/2025";"";"";"";"";"";"";"Wohnungsgenossenschaft Dortmund-Sued";"";"";"-1.450,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.03.2025";"02.03.2025";"KARTENZAHLUNG";"ROSSMANN FIL 1104";"";"";"";"";"";"";"Rossmann Drogeriemarkt";"";"";"-40,70";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.03.2025";"02.03.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-132,10";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.03.2025";"02.03.2025";"FOLGELASTSCHRIFT";"KITA BEITRAG 03/2025";"";"";"";"";"";"";"Stadt Dortmund Elternbeitrag";"";"";"-250,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"03.03.2025";"03.03.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 03/2025";"";"";"";"";"";"";"Stadtwerke Dortmund AG";"";"";"-89,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"04.03.2025";"04.03.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-46,80";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"04.03.2025";"04.03.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE XL";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-49,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"06.03.2025";"06.03.2025";"KARTENZAHLUNG";"KAMPS BACKSTUBE";"";"";"";"";"";"";"Bäckerei Kamps";"";"";"-10,60";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"06.03.2025";"06.03.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-34,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"06.03.2025";"06.03.2025";"FOLGELASTSCHRIFT";"MOBILFUNK FAMILIE 03/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-17,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"07.03.2025";"07.03.2025";"KARTENZAHLUNG";"DISNEY PLUS STANDARD";"";"";"";"";"";"";"DISNEY PLUS";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"07.03.2025";"07.03.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-113,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"08.03.2025";"08.03.2025";"KARTENZAHLUNG";"DECATHLON DORTMUND";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-51,30";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"08.03.2025";"08.03.2025";"FOLGELASTSCHRIFT";"SPOTIFY FAMILY";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-17,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"09.03.2025";"09.03.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"10.03.2025";"10.03.2025";"KARTENZAHLUNG";"ROSSMANN FIL 1104";"";"";"";"";"";"";"Rossmann Drogeriemarkt";"";"";"-30,50";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"11.03.2025";"11.03.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-95,60";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"11.03.2025";"11.03.2025";"KARTENZAHLUNG";"ROSSMANN FIL 1104";"";"";"";"";"";"";"Rossmann Drogeriemarkt";"";"";"-23,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"11.03.2025";"11.03.2025";"FOLGELASTSCHRIFT";"RECHNUNG 2025-1187";"";"";"";"";"";"";"Zahnarztpraxis Dr. Kienzle";"";"";"-320,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"12.03.2025";"12.03.2025";"FOLGELASTSCHRIFT";"HAUSRAT HAFTPFLICHT UNFALL";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-68,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"13.03.2025";"13.03.2025";"KARTENZAHLUNG";"ROSSMANN FIL 1104";"";"";"";"";"";"";"Rossmann Drogeriemarkt";"";"";"-17,10";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"14.03.2025";"14.03.2025";"KARTENZAHLUNG";"APOTHEKE WESTENHELLWEG";"";"";"";"";"";"";"Apotheke am Westenhellweg";"";"";"-47,20";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"14.03.2025";"14.03.2025";"FOLGELASTSCHRIFT";"ZUSATZBEITRAG 03/2025";"";"";"";"";"";"";"Techniker Krankenkasse";"";"";"-220,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"15.03.2025";"15.03.2025";"GUTSCHRIFT";"KINDERGELD 03/2025";"";"";"";"";"";"";"Familienkasse Nordrhein-Westfalen";"";"";"500,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"15.03.2025";"15.03.2025";"KARTENZAHLUNG";"ROSSMANN FIL 1104";"";"";"";"";"";"";"Rossmann Drogeriemarkt";"";"";"-15,70";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"16.03.2025";"16.03.2025";"LOHN  GEHALT";"GEHALT 03/2025 PERS.NR 8812";"";"";"";"";"";"";"Hoesch Werkstoffe Personal";"";"";"2.320,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"17.03.2025";"17.03.2025";"KARTENZAHLUNG";"AMZN Mktp DE 118902";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-54,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"17.03.2025";"17.03.2025";"KARTENZAHLUNG";"ARAL STATION 4471";"";"";"";"";"";"";"ARAL Tankstelle";"";"";"-59,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"17.03.2025";"17.03.2025";"KARTENZAHLUNG";"SHELL STATION 2109";"";"";"";"";"";"";"Shell Station";"";"";"-89,90";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"18.03.2025";"18.03.2025";"KARTENZAHLUNG";"APOTHEKE WESTENHELLWEG";"";"";"";"";"";"";"Apotheke am Westenhellweg";"";"";"-21,70";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"19.03.2025";"19.03.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-51,90";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"20.03.2025";"20.03.2025";"KARTENZAHLUNG";"PIZZERIA DA VINCI";"";"";"";"";"";"";"Pizzeria Da Vinci";"";"";"-45,70";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"21.03.2025";"21.03.2025";"KARTENZAHLUNG";"KAMPS BACKSTUBE";"";"";"";"";"";"";"Bäckerei Kamps";"";"";"-18,10";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"23.03.2025";"23.03.2025";"KARTENZAHLUNG";"AMZN Mktp DE 118902";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-15,20";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"25.03.2025";"25.03.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 2 PERSONEN 03/2025";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-98,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"25.03.2025";"25.03.2025";"KARTENZAHLUNG";"PIZZERIA DA VINCI";"";"";"";"";"";"";"Pizzeria Da Vinci";"";"";"-29,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"25.03.2025";"25.03.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-174,40";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"28.03.2025";"28.03.2025";"LOHN  GEHALT";"GEHALT 03/2025 PERS.NR 3390";"";"";"";"";"";"";"Klinikum Dortmund gGmbH";"";"";"2.680,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.04.2025";"01.04.2025";"KARTENZAHLUNG";"KAUFLAND 2210 DORTMUND";"";"";"";"";"";"";"KAUFLAND DORTMUND";"";"";"-55,80";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.04.2025";"01.04.2025";"KARTENZAHLUNG";"MCDONALDS 4471 DORTMUND";"";"";"";"";"";"";"MCDONALDS DEUTSCHLAND";"";"";"-24,60";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"01.04.2025";"01.04.2025";"DAUERAUFTRAG";"MIETE 04/2025";"";"";"";"";"";"";"Wohnungsgenossenschaft Dortmund-Sued";"";"";"-1.450,00";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.04.2025";"02.04.2025";"KARTENZAHLUNG";"ARAL STATION 4471";"";"";"";"";"";"";"ARAL Tankstelle";"";"";"-87,30";"EUR";"Umsatz gebucht"
"DE31440501990002345678";"02.04.2025";"02.04.2025";"KARTENZAHLUNG";"KAMPS BACKSTUBE";"";"";"";"";"";"";"Bäckerei Kamps";"";"";"-11,30";"EUR";"Umsatz gebucht"
