"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE18600501010006789012";"13.03.2025";"13.03.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-10,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"16.03.2025";"16.03.2025";"KARTENZAHLUNG";"AMZN Mktp DE 771204";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-47,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"17.03.2025";"17.03.2025";"KARTENZAHLUNG";"DECATHLON STUTTGART";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-37,20";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.03.2025";"22.03.2025";"KARTENZAHLUNG";"ADOBE FOTO ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"26.03.2025";"26.03.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-19,80";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.03.2025";"28.03.2025";"LOHN  GEHALT";"GEHALT 03/2025 PERS.NR 2214";"";"";"";"";"";"";"Bosch Rexroth Personalservice";"";"";"3.120,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"01.04.2025";"01.04.2025";"DAUERAUFTRAG";"HAUSHALT 04/2025";"";"";"";"";"";"";"Gemeinschaftskonto Riedel";"";"";"-1.500,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"01.04.2025";"01.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-8,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.04.2025";"02.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-25,80";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.04.2025";"02.04.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-10,90";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"04.04.2025";"04.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-30,30";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.04.2025";"06.04.2025";"FOLGELASTSCHRIFT";"MITGLIEDSCHAFT L 04/2025";"";"";"";"";"";"";"Urban Sports Club GmbH";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"07.04.2025";"07.04.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-198,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"11.04.2025";"11.04.2025";"KARTENZAHLUNG";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"12.04.2025";"12.04.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-196,90";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"16.04.2025";"16.04.2025";"KARTENZAHLUNG";"DECATHLON STUTTGART";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-87,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"21.04.2025";"21.04.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-12,20";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"AMZN Mktp DE 771204";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-48,40";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"ADOBE FOTO ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"25.04.2025";"25.04.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-15,40";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"25.04.2025";"25.04.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-10,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"27.04.2025";"27.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-8,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.04.2025";"28.04.2025";"LOHN  GEHALT";"GEHALT 04/2025 PERS.NR 2214";"";"";"";"";"";"";"Bosch Rexroth Personalservice";"";"";"3.120,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.04.2025";"28.04.2025";"KARTENZAHLUNG";"DOENER HAUS CANNSTATT";"";"";"";"";"";"";"Döner Haus Bad Cannstatt";"";"";"-10,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"01.05.2025";"01.05.2025";"DAUERAUFTRAG";"HAUSHALT 05/2025";"";"";"";"";"";"";"Gemeinschaftskonto Riedel";"";"";"-1.500,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.05.2025";"02.05.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-11,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"03.05.2025";"03.05.2025";"KARTENZAHLUNG";"DOENER HAUS CANNSTATT";"";"";"";"";"";"";"Döner Haus Bad Cannstatt";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"03.05.2025";"03.05.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-118,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"03.05.2025";"03.05.2025";"KARTENZAHLUNG";"THALIA STUTTGART";"";"";"";"";"";"";"Thalia Bücher GmbH";"";"";"-30,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"05.05.2025";"05.05.2025";"KARTENZAHLUNG";"DOENER HAUS CANNSTATT";"";"";"";"";"";"";"Döner Haus Bad Cannstatt";"";"";"-12,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.05.2025";"06.05.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-26,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.05.2025";"06.05.2025";"FOLGELASTSCHRIFT";"MITGLIEDSCHAFT L 05/2025";"";"";"";"";"";"";"Urban Sports Club GmbH";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"11.05.2025";"11.05.2025";"KARTENZAHLUNG";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"11.05.2025";"11.05.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-6,30";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"14.05.2025";"14.05.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-8,80";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"15.05.2025";"15.05.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-24,70";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"21.05.2025";"21.05.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-10,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.05.2025";"22.05.2025";"KARTENZAHLUNG";"ADOBE FOTO ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"23.05.2025";"23.05.2025";"KARTENZAHLUNG";"DOENER HAUS CANNSTATT";"";"";"";"";"";"";"Döner Haus Bad Cannstatt";"";"";"-9,70";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.05.2025";"28.05.2025";"LOHN  GEHALT";"GEHALT 05/2025 PERS.NR 2214";"";"";"";"";"";"";"Bosch Rexroth Personalservice";"";"";"3.120,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"01.06.2025";"01.06.2025";"DAUERAUFTRAG";"HAUSHALT 06/2025";"";"";"";"";"";"";"Gemeinschaftskonto Riedel";"";"";"-1.500,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.06.2025";"02.06.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-21,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"03.06.2025";"03.06.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-6,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"03.06.2025";"03.06.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-12,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"04.06.2025";"04.06.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-21,70";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"05.06.2025";"05.06.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-14,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.06.2025";"06.06.2025";"KARTENZAHLUNG";"DECATHLON STUTTGART";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-53,40";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.06.2025";"06.06.2025";"KARTENZAHLUNG";"DECATHLON STUTTGART";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-33,40";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.06.2025";"06.06.2025";"FOLGELASTSCHRIFT";"MITGLIEDSCHAFT L 06/2025";"";"";"";"";"";"";"Urban Sports Club GmbH";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"10.06.2025";"10.06.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-32,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"11.06.2025";"11.06.2025";"KARTENZAHLUNG";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"19.06.2025";"19.06.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-182,20";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.06.2025";"22.06.2025";"KARTENZAHLUNG";"ADOBE FOTO ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.06.2025";"22.06.2025";"KARTENZAHLUNG";"DECATHLON STUTTGART";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-72,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.06.2025";"22.06.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-9,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.06.2025";"28.06.2025";"LOHN  GEHALT";"GEHALT 06/2025 PERS.NR 2214";"";"";"";"";"";"";"Bosch Rexroth Personalservice";"";"";"3.120,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.06.2025";"28.06.2025";"KARTENZAHLUNG";"STARBUCKS STUTTGART HBF";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-6,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"01.07.2025";"01.07.2025";"DAUERAUFTRAG";"HAUSHALT 07/2025";"";"";"";"";"";"";"Gemeinschaftskonto Riedel";"";"";"-1.500,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.07.2025";"02.07.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-10,70";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"06.07.2025";"06.07.2025";"FOLGELASTSCHRIFT";"MITGLIEDSCHAFT L 07/2025";"";"";"";"";"";"";"Urban Sports Club GmbH";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"07.07.2025";"07.07.2025";"KARTENZAHLUNG";"AMZN Mktp DE 771204";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-29,90";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"08.07.2025";"08.07.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-16,90";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"09.07.2025";"09.07.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-23,30";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"10.07.2025";"10.07.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-155,10";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"11.07.2025";"11.07.2025";"KARTENZAHLUNG";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"15.07.2025";"15.07.2025";"KARTENZAHLUNG";"THALIA STUTTGART";"";"";"";"";"";"";"Thalia Bücher GmbH";"";"";"-19,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"15.07.2025";"15.07.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-11,40";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"21.07.2025";"21.07.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-18,60";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"21.07.2025";"21.07.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-17,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"22.07.2025";"22.07.2025";"KARTENZAHLUNG";"ADOBE FOTO ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"23.07.2025";"23.07.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-58,30";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"23.07.2025";"23.07.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-11,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.07.2025";"28.07.2025";"LOHN  GEHALT";"GEHALT 07/2025 PERS.NR 2214";"";"";"";"";"";"";"Bosch Rexroth Personalservice";"";"";"3.120,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"28.07.2025";"28.07.2025";"KARTENZAHLUNG";"THALIA STUTTGART";"";"";"";"";"";"";"Thalia Bücher GmbH";"";"";"-33,50";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"01.08.2025";"01.08.2025";"DAUERAUFTRAG";"HAUSHALT 08/2025";"";"";"";"";"";"";"Gemeinschaftskonto Riedel";"";"";"-1.500,00";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.08.2025";"02.08.2025";"KARTENZAHLUNG";"DECATHLON STUTTGART";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-52,70";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"02.08.2025";"02.08.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-57,70";"EUR";"Umsatz gebucht"
"DE18600501010006789012";"03.08.2025";"03.08.2025";"KARTENZAHLUNG";"DEAN+DAVID 7711";"";"";"";"";"";"";"dean and david";"";"";"-15,70";"EUR";"Umsatz gebucht"
