"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE07200505501003456789";"02.03.2025";"02.03.2025";"FOLGELASTSCHRIFT";"COWORKING FLEX 03/2025";"";"";"";"";"";"";"Betahaus Hamburg";"";"";"-199,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"02.03.2025";"02.03.2025";"KARTENZAHLUNG";"DM FIL 2207 HAMBURG";"";"";"";"";"";"";"dm drogerie markt";"";"";"-32,20";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"03.03.2025";"03.03.2025";"KARTENZAHLUNG";"GITHUB TEAM ABO";"";"";"";"";"";"";"GitHub Inc";"";"";"-18,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"04.03.2025";"04.03.2025";"KARTENZAHLUNG";"DB FERNVERKEHR TICKET";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-33,70";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"05.03.2025";"05.03.2025";"KARTENZAHLUNG";"STARBUCKS MOENCKEBERGSTRASSE";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-10,70";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"05.03.2025";"05.03.2025";"FOLGELASTSCHRIFT";"MOBILFUNK 03/2025";"";"";"";"";"";"";"Telefonica Germany GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"06.03.2025";"06.03.2025";"KARTENZAHLUNG";"DENNS BIOMARKT OTTENSEN";"";"";"";"";"";"";"DENNS BIOMARKT";"";"";"-40,90";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"06.03.2025";"06.03.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-15,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"06.03.2025";"06.03.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-194,50";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"06.03.2025";"06.03.2025";"KARTENZAHLUNG";"STARBUCKS MOENCKEBERGSTRASSE";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-10,40";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"06.03.2025";"06.03.2025";"FOLGELASTSCHRIFT";"MITGLIEDSCHAFT M 03/2025";"";"";"";"";"";"";"Urban Sports Club GmbH";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"09.03.2025";"09.03.2025";"KARTENZAHLUNG";"BIO COMPANY HAMBURG";"";"";"";"";"";"";"BIO COMPANY SE";"";"";"-28,30";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"09.03.2025";"09.03.2025";"KARTENZAHLUNG";"DROPBOX PLUS";"";"";"";"";"";"";"Dropbox International";"";"";"-11,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"09.03.2025";"09.03.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-34,80";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"09.03.2025";"09.03.2025";"KARTENZAHLUNG";"DEAN+DAVID 2201";"";"";"";"";"";"";"dean and david";"";"";"-17,30";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"11.03.2025";"11.03.2025";"KARTENZAHLUNG";"MICROSOFT 365 SINGLE";"";"";"";"";"";"";"Microsoft Ireland Operations";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"12.03.2025";"12.03.2025";"KARTENZAHLUNG";"DENNS BIOMARKT OTTENSEN";"";"";"";"";"";"";"DENNS BIOMARKT";"";"";"-38,40";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"13.03.2025";"13.03.2025";"KARTENZAHLUNG";"FREENOW FAHRT";"";"";"";"";"";"";"FREENOW GmbH";"";"";"-14,70";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"15.03.2025";"15.03.2025";"FOLGELASTSCHRIFT";"KRANKENVERSICHERUNG 03/2025";"";"";"";"";"";"";"Techniker Krankenkasse";"";"";"-840,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"17.03.2025";"17.03.2025";"KARTENZAHLUNG";"CAFE ELBGOLD OTTENSEN";"";"";"";"";"";"";"Cafe Elbgold";"";"";"-14,10";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"17.03.2025";"17.03.2025";"KARTENZAHLUNG";"DM FIL 2207 HAMBURG";"";"";"";"";"";"";"dm drogerie markt";"";"";"-25,20";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"18.03.2025";"18.03.2025";"KARTENZAHLUNG";"ALNATURA HAMBURG";"";"";"";"";"";"";"Alnatura Produktions";"";"";"-37,80";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"18.03.2025";"18.03.2025";"KARTENZAHLUNG";"DENNS BIOMARKT OTTENSEN";"";"";"";"";"";"";"DENNS BIOMARKT";"";"";"-19,40";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"19.03.2025";"19.03.2025";"KARTENZAHLUNG";"AMZN Mktp DE 552108";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-95,50";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"19.03.2025";"19.03.2025";"KARTENZAHLUNG";"CYBERPORT NOTEBOOK PRO";"";"";"";"";"";"";"Cyberport GmbH";"";"";"-1.899,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"22.03.2025";"22.03.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-64,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"22.03.2025";"22.03.2025";"KARTENZAHLUNG";"DEAN+DAVID 2201";"";"";"";"";"";"";"dean and david";"";"";"-14,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"25.03.2025";"25.03.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 03/2025";"";"";"";"";"";"";"HVV Hamburger Verkehrsverbund";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"25.03.2025";"25.03.2025";"KARTENZAHLUNG";"STARBUCKS MOENCKEBERGSTRASSE";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-10,50";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"26.03.2025";"26.03.2025";"KARTENZAHLUNG";"ALNATURA HAMBURG";"";"";"";"";"";"";"Alnatura Produktions";"";"";"-58,70";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"27.03.2025";"27.03.2025";"GUTSCHRIFT";"RECHNUNG 2025-004 KORREKTUR";"";"";"";"";"";"";"Kreativagentur Nord GmbH";"";"";"960,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"27.03.2025";"27.03.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-34,40";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"01.04.2025";"01.04.2025";"KARTENZAHLUNG";"ALNATURA HAMBURG";"";"";"";"";"";"";"Alnatura Produktions";"";"";"-42,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"01.04.2025";"01.04.2025";"DAUERAUFTRAG";"ATELIERMIETE 04/2025";"";"";"";"";"";"";"Atelierhaus Ottensen GbR";"";"";"-780,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"01.04.2025";"01.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-47,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"02.04.2025";"02.04.2025";"KARTENZAHLUNG";"BIO COMPANY HAMBURG";"";"";"";"";"";"";"BIO COMPANY SE";"";"";"-24,80";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"02.04.2025";"02.04.2025";"FOLGELASTSCHRIFT";"COWORKING FLEX 04/2025";"";"";"";"";"";"";"Betahaus Hamburg";"";"";"-199,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"03.04.2025";"03.04.2025";"KARTENZAHLUNG";"GITHUB TEAM ABO";"";"";"";"";"";"";"GitHub Inc";"";"";"-18,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"04.04.2025";"04.04.2025";"KARTENZAHLUNG";"AMZN Mktp DE 552108";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-69,20";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"04.04.2025";"04.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-63,70";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"04.04.2025";"04.04.2025";"KARTENZAHLUNG";"DEAN+DAVID 2201";"";"";"";"";"";"";"dean and david";"";"";"-17,50";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"05.04.2025";"05.04.2025";"FOLGELASTSCHRIFT";"MOBILFUNK 04/2025";"";"";"";"";"";"";"Telefonica Germany GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"06.04.2025";"06.04.2025";"FOLGELASTSCHRIFT";"MITGLIEDSCHAFT M 04/2025";"";"";"";"";"";"";"Urban Sports Club GmbH";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"07.04.2025";"07.04.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-19,20";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"09.04.2025";"09.04.2025";"KARTENZAHLUNG";"DROPBOX PLUS";"";"";"";"";"";"";"Dropbox International";"";"";"-11,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"10.04.2025";"10.04.2025";"ONLINE-UEBERWEISUNG";"UMSATZSTEUER VORANMELDUNG";"";"";"";"";"";"";"Finanzamt Hamburg-Nord";"";"";"-1.800,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"11.04.2025";"11.04.2025";"KARTENZAHLUNG";"MICROSOFT 365 SINGLE";"";"";"";"";"";"";"Microsoft Ireland Operations";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"12.04.2025";"12.04.2025";"KARTENZAHLUNG";"STARBUCKS MOENCKEBERGSTRASSE";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-7,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"13.04.2025";"13.04.2025";"KARTENZAHLUNG";"BIO COMPANY HAMBURG";"";"";"";"";"";"";"BIO COMPANY SE";"";"";"-24,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"13.04.2025";"13.04.2025";"KARTENZAHLUNG";"STARBUCKS MOENCKEBERGSTRASSE";"";"";"";"";"";"";"Starbucks Coffee";"";"";"-7,60";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"15.04.2025";"15.04.2025";"KARTENZAHLUNG";"ALNATURA HAMBURG";"";"";"";"";"";"";"Alnatura Produktions";"";"";"-45,20";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"15.04.2025";"15.04.2025";"FOLGELASTSCHRIFT";"KRANKENVERSICHERUNG 04/2025";"";"";"";"";"";"";"Techniker Krankenkasse";"";"";"-840,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"18.04.2025";"18.04.2025";"KARTENZAHLUNG";"FREENOW FAHRT";"";"";"";"";"";"";"FREENOW GmbH";"";"";"-25,10";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"18.04.2025";"18.04.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-60,00";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"Adobe Systems Software";"";"";"-64,99";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"BIO COMPANY HAMBURG";"";"";"";"";"";"";"BIO COMPANY SE";"";"";"-33,20";"EUR";"Umsatz gebucht"
"DE07200505501003456789";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"DENNS BIOMARKT OTTENSEN";"";"";"";"";"";"";"DENNS BIOMARKT";"";"";"-25,90";"EUR";"Umsatz gebucht"
