"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE21860555920001234567";"12.03.2025";"12.03.2025";"FOLGELASTSCHRIFT";"MOBILFUNK 03/2025";"";"";"";"";"";"";"congstar GmbH";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"12.03.2025";"12.03.2025";"KARTENZAHLUNG";"DM FIL 4412 LEIPZIG";"";"";"";"";"";"";"dm drogerie markt";"";"";"-14,50";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"13.03.2025";"13.03.2025";"KARTENZAHLUNG";"DECATHLON LEIPZIG";"";"";"";"";"";"";"Decathlon Deutschland";"";"";"-43,80";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"15.03.2025";"15.03.2025";"GUTSCHRIFT";"BAFOEG 03/2025";"";"";"";"";"";"";"Studentenwerk Leipzig";"";"";"992,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"16.03.2025";"16.03.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-16,50";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"19.03.2025";"19.03.2025";"KARTENZAHLUNG";"DM FIL 4412 LEIPZIG";"";"";"";"";"";"";"dm drogerie markt";"";"";"-6,20";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"20.03.2025";"20.03.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-7,40";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"21.03.2025";"21.03.2025";"KARTENZAHLUNG";"NETTO FILIALE 2201";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-19,50";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"22.03.2025";"22.03.2025";"KARTENZAHLUNG";"PENNY 4408 LEIPZIG";"";"";"";"";"";"";"PENNY Markt GmbH";"";"";"-11,10";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"22.03.2025";"22.03.2025";"GUTSCHRIFT";"ZALANDO RETOURE ERSTATTUNG";"";"";"";"";"";"";"Zalando SE";"";"";"49,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"23.03.2025";"23.03.2025";"KARTENZAHLUNG";"NETTO FILIALE 2201";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-31,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"26.03.2025";"26.03.2025";"KARTENZAHLUNG";"PENNY 4408 LEIPZIG";"";"";"";"";"";"";"PENNY Markt GmbH";"";"";"-11,50";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"28.03.2025";"28.03.2025";"LOHN  GEHALT";"HIWI VERTRAG 03/2025";"";"";"";"";"";"";"Universitaet Leipzig";"";"";"520,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"01.04.2025";"01.04.2025";"DAUERAUFTRAG";"MIETE WG ZIMMER 04/2025";"";"";"";"";"";"";"WG Hausverwaltung Lindenau";"";"";"-380,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"02.04.2025";"02.04.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 04/2025";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-29,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"03.04.2025";"03.04.2025";"KARTENZAHLUNG";"DOENER HAUS CONNEWITZ";"";"";"";"";"";"";"Döner Haus Connewitz";"";"";"-7,30";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"04.04.2025";"04.04.2025";"KARTENZAHLUNG";"NETTO FILIALE 2201";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-21,40";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"05.04.2025";"05.04.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM STUDENT";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-5,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"05.04.2025";"05.04.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-65,20";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"07.04.2025";"07.04.2025";"FOLGELASTSCHRIFT";"NETFLIX BASIS ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-4,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"10.04.2025";"10.04.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 04/2025";"";"";"";"";"";"";"McFIT GmbH";"";"";"-19,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"11.04.2025";"11.04.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-28,60";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"11.04.2025";"11.04.2025";"KARTENZAHLUNG";"THALIA LEIPZIG HAUPTBAHNHOF";"";"";"";"";"";"";"Thalia Bücher GmbH";"";"";"-19,50";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"12.04.2025";"12.04.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-3,10";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"12.04.2025";"12.04.2025";"FOLGELASTSCHRIFT";"MOBILFUNK 04/2025";"";"";"";"";"";"";"congstar GmbH";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"14.04.2025";"14.04.2025";"KARTENZAHLUNG";"PENNY 4408 LEIPZIG";"";"";"";"";"";"";"PENNY Markt GmbH";"";"";"-9,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"14.04.2025";"14.04.2025";"ONLINE-UEBERWEISUNG";"SEMESTERBEITRAG SS 2025";"";"";"";"";"";"";"Universitaet Leipzig";"";"";"-260,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"15.04.2025";"15.04.2025";"KARTENZAHLUNG";"DOENER HAUS CONNEWITZ";"";"";"";"";"";"";"Döner Haus Connewitz";"";"";"-8,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"15.04.2025";"15.04.2025";"GUTSCHRIFT";"BAFOEG 04/2025";"";"";"";"";"";"";"Studentenwerk Leipzig";"";"";"992,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"18.04.2025";"18.04.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-8,70";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"CAFE PUSCHKIN LEIPZIG";"";"";"";"";"";"";"Cafe Puschkin";"";"";"-8,80";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"CAFE PUSCHKIN LEIPZIG";"";"";"";"";"";"";"Cafe Puschkin";"";"";"-3,60";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"NETTO FILIALE 2201";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-32,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"26.04.2025";"26.04.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-20,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"27.04.2025";"27.04.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-31,40";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"28.04.2025";"28.04.2025";"KARTENZAHLUNG";"AMZN Mktp DE 774512";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-26,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"28.04.2025";"28.04.2025";"KARTENZAHLUNG";"CAFE PUSCHKIN LEIPZIG";"";"";"";"";"";"";"Cafe Puschkin";"";"";"-7,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"28.04.2025";"28.04.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-5,20";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"28.04.2025";"28.04.2025";"LOHN  GEHALT";"HIWI VERTRAG 04/2025";"";"";"";"";"";"";"Universitaet Leipzig";"";"";"520,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"01.05.2025";"01.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-20,20";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"01.05.2025";"01.05.2025";"DAUERAUFTRAG";"MIETE WG ZIMMER 05/2025";"";"";"";"";"";"";"WG Hausverwaltung Lindenau";"";"";"-380,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"02.05.2025";"02.05.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 05/2025";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-29,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"05.05.2025";"05.05.2025";"KARTENZAHLUNG";"AMZN Mktp DE 774512";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-14,40";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"05.05.2025";"05.05.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM STUDENT";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-5,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"06.05.2025";"06.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-14,40";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"06.05.2025";"06.05.2025";"KARTENZAHLUNG";"DM FIL 4412 LEIPZIG";"";"";"";"";"";"";"dm drogerie markt";"";"";"-12,40";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"07.05.2025";"07.05.2025";"FOLGELASTSCHRIFT";"NETFLIX BASIS ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-4,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"08.05.2025";"08.05.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-143,70";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"10.05.2025";"10.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-20,20";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"10.05.2025";"10.05.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 05/2025";"";"";"";"";"";"";"McFIT GmbH";"";"";"-19,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"12.05.2025";"12.05.2025";"FOLGELASTSCHRIFT";"MOBILFUNK 05/2025";"";"";"";"";"";"";"congstar GmbH";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"13.05.2025";"13.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-31,70";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"14.05.2025";"14.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-5,80";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"15.05.2025";"15.05.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 AUSZAHLUNG";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-87,80";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"15.05.2025";"15.05.2025";"GUTSCHRIFT";"BAFOEG 05/2025";"";"";"";"";"";"";"Studentenwerk Leipzig";"";"";"992,00";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"19.05.2025";"19.05.2025";"KARTENZAHLUNG";"CAFE PUSCHKIN LEIPZIG";"";"";"";"";"";"";"Cafe Puschkin";"";"";"-6,50";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"19.05.2025";"19.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-10,90";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"21.05.2025";"21.05.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-7,20";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"22.05.2025";"22.05.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-17,10";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"23.05.2025";"23.05.2025";"KARTENZAHLUNG";"PENNY 4408 LEIPZIG";"";"";"";"";"";"";"PENNY Markt GmbH";"";"";"-4,60";"EUR";"Umsatz gebucht"
"DE21860555920001234567";"24.05.2025";"24.05.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-12,50";"EUR";"Umsatz gebucht"
