"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE02120300000000202051";"22.02.2025";"22.02.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"ADOBE SYSTEMS SOFTWARE";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.02.2025";"23.02.2025";"KARTENZAHLUNG";"AMZN Mktp DE 879093";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-37,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.02.2025";"24.02.2025";"KARTENZAHLUNG";"AMZN Mktp DE 292070";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-118,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.02.2025";"24.02.2025";"KARTENZAHLUNG";"DB FERNVERKEHR TICKET";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-37,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.02.2025";"25.02.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 02/2025";"";"";"";"";"";"";"BVG Berliner Verkehrsbetriebe";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.02.2025";"25.02.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-11,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.02.2025";"28.02.2025";"KARTENZAHLUNG";"KAUFLAND 4711 BERLIN";"";"";"";"";"";"";"KAUFLAND BERLIN";"";"";"-49,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.02.2025";"28.02.2025";"LOHN  GEHALT";"GEHALT 02/2025 PERS.NR 4711";"";"";"";"";"";"";"Mustermann Systems GmbH";"";"";"2.850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.02.2025";"28.02.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-58,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.03.2025";"01.03.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 03/2025";"";"";"";"";"";"";"Fitness First Germany";"";"";"-39,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.03.2025";"01.03.2025";"DAUERAUFTRAG";"MIETE WOHNUNG 12 03/2025";"";"";"";"";"";"";"Hausverwaltung Bergmann GmbH";"";"";"-1.150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.03.2025";"02.03.2025";"KARTENZAHLUNG";"AMZN Mktp DE 472735";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-102,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.03.2025";"02.03.2025";"FOLGELASTSCHRIFT";"HAUSRAT UND HAFTPFLICHT 03/2025";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-42,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.03.2025";"03.03.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-41,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.03.2025";"04.03.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-12,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.03.2025";"05.03.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-36,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.03.2025";"05.03.2025";"KARTENZAHLUNG";"AMZN Mktp DE 764283";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-34,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.03.2025";"05.03.2025";"KARTENZAHLUNG";"SHELL STATION 1204";"";"";"";"";"";"";"SHELL DEUTSCHLAND";"";"";"-48,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.03.2025";"05.03.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE 100 MBIT";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.03.2025";"07.03.2025";"FOLGELASTSCHRIFT";"NETFLIX STANDARD ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.03.2025";"08.03.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-26,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.03.2025";"08.03.2025";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 03/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.03.2025";"11.03.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-39,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.03.2025";"11.03.2025";"KARTENZAHLUNG";"DOENER HAUS";"";"";"";"";"";"";"Döner Haus Kreuzberg";"";"";"-13,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.03.2025";"11.03.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.03.2025";"13.03.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . JONAS KELLER, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-28,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.03.2025";"14.03.2025";"KARTENZAHLUNG";"EDEKA SANDER BERLIN";"";"";"";"";"";"";"EDEKA Sander";"";"";"-20,73";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.03.2025";"15.03.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 03/2025";"";"";"";"";"";"";"Vattenfall Europe Sales GmbH";"";"";"-78,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.03.2025";"17.03.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . JONAS KELLER, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-34,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.03.2025";"18.03.2025";"KARTENZAHLUNG";"VAPIANO MITTE";"";"";"";"";"";"";"VAPIANO Berlin Mitte";"";"";"-18,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.03.2025";"19.03.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-35,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.03.2025";"19.03.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.03.2025";"22.03.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"ADOBE SYSTEMS SOFTWARE";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.03.2025";"22.03.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-8,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.03.2025";"24.03.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.03/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.03.2025";"25.03.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 03/2025";"";"";"";"";"";"";"BVG Berliner Verkehrsbetriebe";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.03.2025";"25.03.2025";"KARTENZAHLUNG";"KAUFLAND 4711 BERLIN";"";"";"";"";"";"";"KAUFLAND BERLIN";"";"";"-88,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.03.2025";"27.03.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-11,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.03.2025";"28.03.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-15,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.03.2025";"28.03.2025";"LOHN  GEHALT";"GEHALT 03/2025 PERS.NR 4711";"";"";"";"";"";"";"Mustermann Systems GmbH";"";"";"2.850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.04.2025";"01.04.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 04/2025";"";"";"";"";"";"";"Fitness First Germany";"";"";"-39,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.04.2025";"01.04.2025";"DAUERAUFTRAG";"MIETE WOHNUNG 12 04/2025";"";"";"";"";"";"";"Hausverwaltung Bergmann GmbH";"";"";"-1.150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.04.2025";"02.04.2025";"FOLGELASTSCHRIFT";"HAUSRAT UND HAFTPFLICHT 04/2025";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-42,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.04.2025";"03.04.2025";"KARTENZAHLUNG";"AMZN Mktp DE 536462";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-80,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.04.2025";"03.04.2025";"GUTSCHRIFT";"AMZN RETOUR ERSTATTUNG";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"34,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.04.2025";"05.04.2025";"KARTENZAHLUNG";"CAFE MILCHBART";"";"";"";"";"";"";"Cafe Milchbart";"";"";"-5,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.04.2025";"05.04.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . ANNA WEBER, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-25,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.04.2025";"05.04.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE 100 MBIT";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.04.2025";"07.04.2025";"KARTENZAHLUNG";"AMZN Mktp DE 153129";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-88,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.04.2025";"07.04.2025";"KARTENZAHLUNG";"DOENER HAUS";"";"";"";"";"";"";"Döner Haus Kreuzberg";"";"";"-8,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.04.2025";"07.04.2025";"FOLGELASTSCHRIFT";"NETFLIX STANDARD ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.04.2025";"08.04.2025";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 04/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.04.2025";"09.04.2025";"KARTENZAHLUNG";"AMZN Mktp DE 644552";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-58,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.04.2025";"09.04.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-12,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.04.2025";"10.04.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-10,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.04.2025";"11.04.2025";"KARTENZAHLUNG";"DB FERNVERKEHR TICKET";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-26,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.04.2025";"11.04.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.04.2025";"11.04.2025";"KARTENZAHLUNG";"UBER TRIP HELP.UBER.COM";"";"";"";"";"";"";"UBER BV";"";"";"-23,70";"EUR";"Umsatz gebucht"
